m/z_RT_node,CNAT12_TV104__WC,CNAT1_TV105__WC,CNAT9_TV106__WC,MCAV1_TV107__WC,MCAV2_TV108__WC,MCAV3_TV109__WC,MCAV6_TV110__WC,MMEA14_TV103__WC,MMEA202_TV100_WC,MMEA24_TV99__WC,MMEA2_TV102__WC,OFAV12_TV113__WC,OFAV2_TV111__WC,OFAV3_TV112__WC,OFAV7_TV114__WC
,CNAT,CNAT,CNAT,MCAV,MCAV,MCAV,MCAV,MMEA,MMEA,MMEA,MMEA,OFAV,OFAV,OFAV,OFAV
288.269_6.4_5924,0,154139.6845,0,7158.1125,0,40223.5905,14021.3475,79200.8385,41123.939,124742.526,89346.2195,63520.815,6832.368,0,7812.567
327.23_15.9_3657,0,37845.488,35231.487,44265.531,61009.547,16939.3865,0,14923.342,26715.285,46708.3175,36998.0385,168659.765,90547.6825,0,7581.4375
503.306_5.8_1680,0,55347.5105,15402.6,79482.638,0,38801.025,14414.0295,105981.7905,28396.9065,73637.1355,78662.775,25840.6025,70179.1345,28918.476,11596.686
652.418_13.6_5418,0,0,497851.755,8801.7225,0,320974.6405,0,53346.287,201743.192,143955.158,0,0,0,584392.162,1060981.154
520.34_12.3_5177,45328.39,3535061.157,2587882.253,0,686422.907,251632.984,1268160.143,144195.098,427502.7515,3694420.361,3414539.573,365815.459,1463366.655,2735179.13,762623.5485
219.099_4.8_4318,78735.078,549181.448,1744711.102,362264.7205,2958877.437,319279.447,595731.456,2411581.69,545011.8075,1811922.047,1615521.803,208837.863,61174.451,1544528.682,969707.7305
429.368_11.6_3807,0,0,2354487.873,0,3.04E+07,0,18490.312,0,0,29835.29,0,7411.364,0,0,27353.5345
367.336_20.4_1834,0,0,0,100489.3565,98109.4575,18988.5465,200336.3385,0,0,0,0,0,0,20707.1745,35016.443
591.475_23.5_2159,0,20724.5885,0,112564.5985,0,0,0,0,278512.3605,0,0,0,50727.4955,0,0
245.226_16.1_2674,0,20735.6275,0,0,0,0,0,0,0,0,6376.899,13263.682,0,0,0
728.568_18.8_4218,0,0,0,0,0,0,0,562388.635,0,554993.4795,587579.323,0,0,0,0
445.367_19.9_2275,0,150540.34,38167.634,0,0,0,63084.985,61992.8875,72002.829,0,0,0,40627.716,78950.0795,49376.277
303.189_11.2_6234,0,0,0,0,0,0,0,1406637.693,0,719044.4835,0,0,0,329609.0465,0
291.647_12.3_2970,8681.724,149646.665,94862.0005,0,100475.208,0,148961.536,54431.0905,33905.0525,0,48868.5245,340650.726,61441.9495,66817.561,8756.396
518.324_11.7_2855,0,926482.797,592816.776,0,0,13532.895,953951.7645,2526575.547,752208.642,5410264.048,1347044.888,1914381.557,307572.1115,833657.956,465006.3205
341.225_13_5435,16764.0225,0,295249.3385,0,0,37296.6245,0,0,132723.084,34424.562,0,0,0,334155.2885,477024.001
565.554_8.6_4219,0,0,0,0,0,0,0,35789.125,0,490862.3885,633965.7015,0,0,0,0
419.256_12.3_688,170027.942,0,75507.754,0,0,0,0,0,50729.087,10291.484,0,0,17740.5915,0,0
522.598_20.8_4201,0,18390.706,0,0,22558.7725,442043.078,758935.0035,0,0,0,1578366.448,0,0,246453.7335,7314.76
221.115_2.8_3332,125488.878,43627.7175,125636.121,30060.6055,53279.4175,173444.5905,77665.9505,192142.3115,0,0,61026.1275,63331.667,16857.5855,97934.934,53147.7925
496.339_14_5800,0,0,97968.2115,826418.776,561467.027,2204420.846,587556.6175,43894.934,11181.9995,141340.0315,12987.909,450362.3365,0,219441.1375,0
974.583_17.4_4032,0,0,0,0,0,0,0,0,0,0,0,0,36847.5405,0,0
355.284_11.9_2823,0,1340991.418,200643.6825,0,44898.249,12496.295,0,394406.1005,0,594454.8535,1200847.575,647611.5555,411182.2075,434097.7975,0
664.909_7.8_4502,0,0,0,0,0,0,0,599103.205,339407.2945,122259.0235,71779.716,0,0,0,0
515.314_12.7_4799,0,127968.685,202170.741,549406.5835,784956.5685,1363475.998,1453301.926,565065.2755,216468.4795,700624.2915,267688.1235,1213259.377,57136.232,186516.888,543470.9035
562.373_12.9_638,21078.902,2.29E+07,3.58E+07,7559512.6,2327419.888,215614.865,6813774.036,2.90E+07,1.44E+07,2.58E+07,2.90E+07,9912634.276,5917291.562,7630670.034,0
770.556_18.9_6283,0,707733.747,0,0,0,0,0,533092.4165,465834.5625,867082.7175,714502.924,0,0,0,0
1269.041_7.8_1986,0,0,0,173103.3365,0,230878.826,259981.223,0,0,0,0,0,0,0,0
456.339_22.6_5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635.25_16.2_1431,0,1437289.926,1916248.679,842273.4485,44087.016,42907.3255,3342794.376,210177.0065,0,29006.9835,39414.2385,499460.573,812032.8405,854840.0005,130523.963
361.244_16.1_4862,0,1117610.091,1.62E+07,0,2122246.146,5231412.272,1012886.297,1275193.863,486710.642,1011937.181,730691.012,301305.4655,107676.9875,207049.124,0
723.795_8.2_3053,0,0,0,0,0,0,0,0,0,0,0,445636.189,162855.833,0,0
451.269_16.5_548,4184671.886,4345629.983,5613770.901,973482.945,35894.388,1195734.879,2758032.971,0,0,0,0,2235926.231,5278392.333,0,1009353.133
393.315_19.6_4857,0,0,0,0,283418.1455,0,0,0,0,0,0,0,0,0,0
664.55_19.8_3522,0,959703.134,2184257.938,1183435.838,10309.158,0,819961.764,135148.425,359418.9445,145538.112,0,830506.1835,259843.5745,0,0
333.205_7.6_3945,0,0,0,80582.2455,46911.6945,300895.662,0,0,0,0,0,0,0,0,159675.244
786.596_19.7_4836,0,11533.032,78631.906,259811.64,3542814.594,309356.241,141176.1145,1100189.555,18504.42,58504.359,17891.379,0,125418.76,265928.9255,500468.12
768.589_17.8_872,0,8457652.71,6.66E+07,0,2.02E+07,1.60E+07,5072526.51,3.37E+07,0,0,148210.6995,2.05E+07,0,5.01E+07,5.56E+07
409.346_15.4_4602,0,0,0,0,0,0,16587.46,22989.908,265420.1125,379106.1535,38328.552,91816.689,65695.0405,0,12649.0585
551.424_19.4_5768,0,0,0,0,0,0,41970.451,0,8235.597,8644.464,8017.623,324162.745,37706.187,0,0
276.18_2.8_3323,0,0,0,0,0,0,0,8194.9665,65989.3615,1486473.399,380068.2745,232006.1695,52816.3815,14924.467,14993.6245
367.335_17.5_692,153560.6275,309962.189,1220960.853,698478.999,72117.81,2046660.329,136734.185,389673.755,1126154.119,1108283.324,142438.219,113752.237,139659.2115,1287503.009,2483733.061
668.581_21.9_2321,0,484674.9495,1122480.523,36088.728,17850.992,0,0,0,7811.584,29517.491,131143.14,103717.716,0,7203.6,28320.7005
618.418_15.3_6000,0,0,58211.8645,0,0,196656.7085,0,82679.923,10337.3825,50308.543,0,0,0,57538.6655,1049043.204
389.32_17_3241,0,878976.5955,1291971.778,112267.1825,69835.1425,0,371319.93,27182.488,206059.8225,160563.9935,0,302647.04,0,17585.2845,0
778.536_22.6_4539,0,0,0,0,0,0,0,0,300167.1675,789301.5495,185710.374,0,27011.6915,7916.571,0
516.402_11.3_3183,0,0,0,0,0,319575.085,183769.738,8497.3455,0,0,0,0,58206.6215,105537.3995,277029.338
756.579_19.9_4633,0,235899.9505,112289.5665,74778.3865,25136.795,0,0,156097.8895,0,0,55018.1005,461404.132,118835.5205,0,0
752.558_22.1_3265,2087631.174,0,6872616.867,0,654459.564,375444.3535,0,221854.8855,9540.124,0,0,2436643.398,0,2565460.473,2573924.429
524.263_7.1_2255,0,0,12049.403,0,0,44140.737,0,11037.7575,0,0,10670.022,42838.432,0,0,0
884.696_21.2_6163,0,0,506883.6335,0,0,0,0,8570.485,0,0,0,0,0,0,0
533.272_11.4_4895,0,100398.4055,0,0,249192.051,0,414754.9115,2779295.603,1881156.665,2245282.73,3524225.11,268281.388,283793.584,141367.1695,0
593.525_23.4_6065,0,0,0,0,0,364565.7945,0,0,0,0,0,0,0,0,74270.0375
504.305_13.9_908,8731.305,153283.37,0,665030.507,84090.2815,0,494829.9275,0,311375.779,313714.672,0,448767.4535,0,168621.2965,101851.889
482.347_10.5_5595,0,1004102.807,259695.6085,0,0,0,12951.5295,0,10723.85,33516.3315,9849.439,239198.342,15653.634,0,0
784.604_21_1638,0,1152220.915,527139.808,391944.1035,41667.792,0,134335.52,1255470.435,0,842213.318,681142.24,1703976.927,87058.0275,1015546.205,0
493.345_13_3125,0,251710.1445,198260.908,309408.1875,16821.024,281853.051,207496.4835,381800.102,46321.091,130790.6125,211515.61,299180.8885,0,38274.468,61015.7335
795.533_12.2_2900,10068.336,0,45261.3005,0,0,0,48463.496,100148.793,32308.116,98406.8915,71552.8865,75166.786,114265.496,32511.522,0
762.623_19.8_4853,0,0,0,263868.0405,268826.035,0,0,913808.612,0,0,53234.448,0,0,0,0
422.761_24.1_2064,0,157463.9355,8891.259,103210.8135,0,0,103412.797,90723.8295,179996.219,165357.688,150449.762,63644.6085,94948.341,0,0
550.503_20.8_736,71440.241,309204.354,100711.7475,52132.164,0,129635.9615,86349.5765,35069.6885,184067.0305,425817.3,201959.8415,17819.2125,73441.6115,33709.0055,0
533.255_17_611,437217.852,3.67E+07,1325863.616,8929469.099,0,40466.9635,1.65E+07,2.54E+07,2.37E+07,3.31E+07,1.08E+08,1.93E+07,1.45E+07,152039.926,0
754.572_23.7_4345,190461.6445,250933.096,116649.089,0,0,54276.904,0,668870.4355,0,552916.3255,433318.744,0,0,33405.0825,24563.77
704.582_21.7_3005,0,0,0,0,0,0,0,0,0,0,0,27720.885,392812.0135,0,236338.677
370.332_14.8_1534,15053.5605,812979.6805,775937.2035,2780087.941,0,83289.636,832080.473,1393959.333,254826.225,670671.047,2653450.213,182767.629,827804.936,810192.412,43904.245
341.341_17.9_1345,10010.451,616347.353,108418.0535,763844.3745,0,369668.8325,622222.5645,141837.8075,79986.6295,210182.012,181281.1725,71622.527,83352.9245,132852.147,93342.62
722.593_22.5_2327,0,2685700.882,111901.8815,0,6175.832,0,0,44735.557,0,9349.978,9472.85,79959.725,160179.102,493775.671,7607.47
327.252_12.7_4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426.43_19.8_1698,48748.6355,0,380793.2585,780276.6735,0,0,0,0,0,0,0,0,0,0,0
463.379_17.5_2081,0,89155.5545,50467.499,63245.8025,0,68409.2275,52430.689,50420.1185,197841.5825,202952.5255,92347.315,150172.3685,195484.8065,46711.5405,107268.1285
538.386_14.6_1119,0,154275.1845,857496.41,1.11E+07,88758.573,5110998.346,5994450.673,2630760.669,426935.77,1562380.388,817861.5795,2916414.566,83668.2405,3039513.413,1710783.299
838.631_19.2_2994,2783351.207,0,0,0,0,0,0,0,0,412893.516,566364.1145,0,1694910.76,0,14608.782
610.408_14.4_5977,8175.32,8048.915,1045613.063,57869.252,19679.2325,667313.3925,0,0,123216.726,0,0,0,0,674872.927,516787.2925
800.581_19.5_1844,282079.4965,146031.042,0,30340.122,0,0,92641.88,314529.3615,465748.636,166742.901,0,0,30121.132,283550.6635,68350.833
796.573_19.4_5325,0,740740.8395,21296.813,33934.9505,0,0,48937.644,636972.7035,615158.0155,505135.0575,0,192542.668,28793.8905,0,0
682.562_20.3_3112,0,67053.311,25611.979,608574.7645,176080.642,323858.431,0,103893.42,0,113977.3405,0,279994.4545,29466.314,308371.824,364584.884
790.573_21.7_4663,0,0,20223.729,0,0,0,0,9298.125,211043.3125,231427.4175,9215.736,0,0,0,0
458.398_18.7_4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656.546_20.5_3506,0,171697.2615,6484384.519,97630.887,1811566.5,2669104.373,965414.9375,0,0,3316783.425,46754.928,1.02E+07,0,1.56E+07,4889369.373
730.597_19.6_5327,0,0,0,0,0,0,659416.5475,356936.049,1181592.526,1098429.917,813370.8605,0,0,0,0
438.357_14.2_4928,0,0,0,0,190494.9025,0,0,278789.9085,0,0,0,0,0,0,0
696.613_23.7_2378,0,13928.61,15739.6745,7675.91,0,0,0,1493047.784,0,116493.22,130752.1505,0,0,0,0
443.773_16.7_777,109394.782,32751.483,200432.043,70264.3185,18187.705,272722.152,178947.5265,0,0,0,0,0,0,0,0
567.418_18.6_2258,0,46422.7215,0,0,0,0,23520.414,0,0,0,48741.1005,89686.7655,0,0,0
436.394_21.8_2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712.609_20.4_5921,0,0,9439.644,0,0,620815.318,0,0,0,0,0,11238.522,0,28227.6875,0
365.269_13.1_3385,0,10294.69,34944.155,140010.304,1055961.466,327554.7365,1860477.794,354880.1765,299012.4765,419162.153,768982.548,445730.2405,0,0,40336.8175
146.06_5.4_1489,0,0,24248.6705,517117.971,0,47783.202,53313.9315,812624.6625,77013.9475,531120.3075,251100.9765,989784.702,5868.16,211006.722,56573.2065
910.712_21.2_4656,0,0,4301478.736,8877.0825,0,149586.783,298864.1145,0,0,0,20313.196,0,791143.687,0,0
808.585_19_1272,0,719335.271,527874.2895,3412318.623,513084.8525,0,1402034.102,334767.9955,1093018.353,1387450.97,252719.0395,762540.129,2475614.053,1485811.467,152423.9755
425.775_24.1_6096,48928.583,0,407636.1155,0,0,0,0,317830.811,0,0,0,0,0,141285.4405,46150.366
706.597_22.3_3391,0,0,194963.837,0,19059.599,0,0,0,0,141607.2415,0,19794.78,0,10545.375,0
606.543_15.5_3627,39006.317,204141.2815,49689.8475,173683.452,0,57292.0335,122057.886,73647.997,124429.071,207579.1425,92178.132,9636.078,42234.6465,50498.632,0
567.498_21.7_4046,0,0,0,0,0,0,0,0,0,0,0,8147.56,23434.329,0,0
395.366_14.7_687,172924.058,473841.887,169035.197,78994.3105,0,233068.4295,503512.7815,361735.715,491857.8265,540997.282,603736.0025,187236.051,332884.3285,168446.17,8851.06
510.451_18.2_4324,0,0,0,0,0,0,0,777166.6955,0,847269.9855,491251.2935,0,0,0,0
480.514_23.4_2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769.488_16.9_3142,0,433030.038,102262.39,570242.727,0,0,107525.44,378674.7015,592244.143,452665.6335,539163.482,34439.656,61655.512,91454.2785,0
626.535_20.8_5247,0,0,0,0,0,3100548.76,0,0,0,0,0,0,0,10015.236,1627810.403
321.315_16.9_542,2384263.569,6637437.647,4362089.324,9922491.975,568019.938,3864073.954,5518966.719,6896879.494,4760755.767,7540236.878,6256920.02,2745342.04,3055937.487,4125026.215,1091814.121
507.324_12.7_1858,0,20687.745,0,0,62481.565,0,76064.0735,18441.5,0,111902.724,29903.5855,105693.053,0,0,64381.406
439.356_18.7_5912,0,200250.571,0,288255.1875,0,38831.039,0,0,0,0,18777.4275,0,0,544955.376,0
828.551_22.6_2915,0,557904.557,476899.7145,54549.4565,0,0,440853.3385,7087.095,352715.6345,510936.996,420306.0685,187664.027,1545074.3,57375.841,0
399.325_16.9_644,125725.403,4587674.04,2984965.469,4853231.928,286338.719,1146080.269,2491366.165,2856603.395,3818411.525,4825319.075,2439625.524,1810011.013,993609.986,1786045.625,1901177.678
393.299_16.2_728,100053.5535,391062.916,98505.2805,43987.74,0,66675.878,98985.3365,57429.6495,195059.658,288168.1,329139.574,109223.799,103305.3985,123185.66,0
445.367_19.8_1666,0,141889.105,38167.634,100251.0255,0,74694.9785,50901.807,48944.037,58225.2585,91523.2495,104866.8065,172589.0105,246158.4735,66794.582,49376.277
181.122_11.3_857,71086.8665,2124776.688,1671719.911,0,79548.6825,644230.9445,1856641.572,1917342.824,2630660.565,2714807.158,1322880.72,2538438.161,957755.9725,210065.853,186534.3005
396.346_19.1_5405,0,1420258.572,1073771.063,0,0,32375.8615,57409.141,0,131536.15,9353.4225,0,0,0,0,0
339.325_16.9_532,1.79E+07,4.82E+07,3.25E+07,7.24E+07,4257203.355,2.90E+07,4.02E+07,5.02E+07,3.38E+07,5.37E+07,4.51E+07,2.11E+07,2.33E+07,3.08E+07,8889600.308
638.403_13.5_5354,0,0,541586.12,0,0,172525.3305,0,74882.767,357873.2885,239091.5695,0,0,0,572187.711,1841610.783
452.276_24_3303,0,72572.0445,59676.986,0,0,0,36063.2795,0,14866.474,0,0,0,59774.0725,0,0
786.621_22.1_4224,0,466987.563,0,0,111770.715,0,0,1828063.853,0,0,2150934.929,318634.6985,0,1455786.122,0
574.385_15.3_3516,0,0,8234.8125,0,11529.726,254366.442,571678.1125,197555.1465,78186.463,179939.8805,66041.6025,202246.6165,0,57382.3935,63521.7245
413.378_14.7_567,999048.508,3184799.69,1134256.82,1827788.523,218465.031,1121036.749,2232179.519,1693014.454,2115368.966,2304241.146,2442220.821,1067191.385,1481512.91,997983.3675,285482.4985
660.518_18.1_4395,0,0,0,0,0,0,0,600389.634,841632.158,351165.834,221310.916,0,0,0,0
264.102_10.5_4541,0,0,7710.313,0,0,0,0,169148.8275,0,108619.3375,53480.1545,27702.731,0,410361.0125,20626.732
393.352_17.5_2019,0,0,0,16782.619,11801.79,0,0,0,0,0,0,0,13043.04,113830.7025,235064.6035
721.506_23.6_1772,0,0,0,145297.804,0,609054.501,166420.9695,0,0,0,0,215117.0895,485692.652,591117.373,568327.476
723.842_7.8_5846,0,0,0,0,0,0,0,0,0,0,0,577087.6415,7524.045,26322.0335,64780.51
760.607_22.8_3255,0,9576152.377,4589595.032,2443042.708,2820357.029,0,3283244.869,731668.249,20928.692,2133046.423,586924.3815,3108098.405,20727.063,1.03E+07,1241073.78
383.243_10.8_5384,0,0,0,0,0,0,0,703050.275,133222.098,0,80173.1425,0,0,0,0
542.324_11.6_3301,0,984075.7585,368997.7905,0,3930211.438,56618.27,2948030.927,1414884.687,390740.2785,2211036.65,773730.4085,2096208.214,0,863540.412,667016.8945
398.758_24.1_4356,0,100941.54,0,0,0,0,0,173329.5475,0,726089.651,279761.9565,0,0,0,0
602.426_14.9_5063,0,279948.1375,413488.0335,147552.95,0,1281448.046,13849.805,274379.0225,217175.495,264845.076,188605.3965,274205.9055,0,1412071.452,2773815.881
294.279_19.9_1301,0,0,0,555582.4395,51805.8965,166449.2475,456784.2105,0,0,0,0,0,0,0,0
538.519_22.4_939,0,442180.916,569626.7975,1234962.845,7354.8845,17895.487,1150416.326,3654196.913,1953848.916,4102150.496,4701501.192,661012.233,1238359.365,539919.3105,538810.226
650.439_15.3_5420,0,9943.5,336871.483,0,0,68116.53,0,100289.293,131692.5655,329049.8475,0,28711.644,0,814720.051,652074.427
619.254_17_2030,0,13947.66,42422.607,57550.636,0,0,60098.0965,63607.4845,0,0,6499.197,66544.3075,15123.339,111089.394,0
564.386_13.2_4148,0,156576.8145,798586.8415,0,340354.7295,0,1229404.951,214778.262,256769.446,82244.058,357621.353,634125.938,571183.2425,213025.091,36546.508
385.367_18.4_561,715145.0655,2620509.594,1084117.444,5834383.552,140199.503,1176461.482,2321024.091,2061304.62,1916498.148,2412315.417,2155227.32,774234.378,1095913.251,1523995.201,240481.415
496.508_20.1_3598,0,1181763.103,337763.759,470389.9265,164114.807,0,0,0,0,0,0,528064.0535,883445.8305,0,0
502.293_23.8_2368,0,564635.029,263345.8045,7566.108,0,0,75544.3755,314404.753,233338.7185,117581.794,327262.2005,304237.3245,114505.925,13465.9265,0
329.247_15.8_2595,0,8233.616,27942.244,860660.8845,74205.173,50706.975,681396.817,128201.068,16909.8585,87014.609,27114.048,818770.849,12910.59,15450.789,20509.11
774.584_19.6_5626,0,0,82463.68,14478.027,14723.4,0,1.20E+07,696528.304,687435.7295,728221.9725,355888.333,197723.5315,0,0,0
772.572_20_1170,0,7398463.364,3359365.692,1740564.805,508691.851,0,1271498.532,11516.274,9996.64,16475.177,0,1274909.12,1275000.596,2187084.965,0
772.571_19.6_5309,0,9466650.583,3382752.442,0,0,0,1452580.194,5740658.822,3901426.142,2645021.194,2467860.728,1274909.12,202093.5855,0,0
517.386_18.7_1583,8151.1155,182340.086,161547.1965,124476.7305,0,184040.7395,315641.227,0,400913.567,99715.8605,41759.086,1842967.81,2104169.192,128292.443,2544770.943
908.697_23.5_4113,0,0,0,0,0,0,0,3794526.408,0,13664.238,4924896.127,0,0,0,0
353.268_14.2_2656,0,10931.108,24629.648,0,0,0,0,515598.724,93995.4505,538699.088,125192.1995,0,110196.2745,0,0
812.618_22.6_1670,0,79185.701,89933.6895,664164.7165,180249.826,0,41128.563,51190.593,80738.483,0,0,0,0,0,9435.761
846.572_18_6176,0,11958.905,45949.128,309881.5375,128961.4415,10214.3195,28913.935,557537.735,439060.6295,18653.514,14489.6625,22011.5445,17783.849,268939.9275,713337.2305
327.217_11.8_2918,0,121294.604,522977.584,0,193968.637,4067065.37,1563376.891,1370203.353,435363.5905,780661.089,560999.6365,603101.3335,98550.6025,573157.723,1224868.755
627.276_7.4_5642,0,504341.674,238368.587,0,0,0,0,0,0,0,0,0,0,0,0
976.598_17.7_2567,0,0,0,0,0,0,0,0,0,0,0,0,54856.435,0,0
668.581_23.1_5376,0,0,54178.517,0,0,0,0,0,573682.62,0,0,0,0,0,130082.722
550.314_13_4467,0,0,0,0,9225.585,0,19802.9105,0,448921.522,33514.818,115540.3125,0,0,0,0
416.287_7.2_2899,0,1482342.014,543623.1665,43888.1565,0,24059.842,32593.0885,14056.36,23798.232,25985.2195,9670.178,257061.826,106531.9775,42818.0855,40451.724
355.284_12_6069,0,892095.906,316990.6,0,171925.0255,0,18425.0755,292845.3395,0,407342.1145,794840.693,388387.8695,213432.5805,615739.113,29798.9775
496.361_12.4_2715,14424.096,1115728.835,1014260.932,0,0,0,67274.993,2321384.158,0,1514662.513,1718023.335,2928683.53,871442.4535,1913960.433,0
347.341_20.7_6044,203130.4855,0,640747.0445,0,0,0,0,0,0,0,0,0,0,0,48634.355
601.425_17.5_4523,0,115950.1115,0,0,0,0,0,0,0,0,73757.7995,20996.301,0,0,0
573.524_22.3_5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285.006_5.3_1975,0,219013.6705,91914.6795,145530.7565,0,79339.2885,102053.7135,1382241.658,285662.9485,665503.164,955125.0345,34914.6325,22566.93,15584.386,163528.725
395.33_16.5_1574,0,0,29768.415,512331.3345,464658.9465,244676.04,315055.271,10358.8075,0,185069.347,0,132458.707,0,0,0
724.572_20.5_4069,0,0,0,105687.435,0,0,0,0,0,0,0,0,36531.882,92783.461,0
319.228_10.7_3494,0,0,26709.285,1789686.468,47834.7585,0,1335423.817,640364.281,0,29910.02,317831.657,33799.492,0,27800.528,29671.2215
489.273_8.5_3304,0,0,0,9175.572,0,0,0,90642.3225,0,9770.348,0,63042.7,0,0,12423.675
462.342_12.2_758,93999.7945,1125397.487,2751674.123,0,0,726790.967,21108.4425,1074200.592,332512.1335,492470.6685,384657.386,468312.787,116003.6315,5472537.394,1166890.685
682.561_20.1_1414,0,82795.5235,32218.399,942850.752,165097.273,333307.514,304308.6645,0,0,0,0,352025.9865,0,644421.9445,358648.1075
682.561_19.6_5821,0,249840.969,448374.0115,405845.2825,169134.75,0,377175.497,0,0,0,0,1916321.452,219851.0815,0,0
383.331_20.4_4223,0,0,23671.098,0,73749.5735,80474.614,0,266524.6545,565079.968,67384.5045,477894.1135,24044.709,0,34166.9685,7500.752
754.618_19.4_5275,0,0,0,0,0,704654.5535,670472.4775,0,0,0,0,0,0,0,0
574.468_18.6_1810,7603.3,0,0,265325.796,10336.06,0,77976.819,0,136795.723,0,0,0,0,526950.9955,305107.471
525.405_15.9_4233,0,0,0,0,0,0,0,80671.907,425683.074,633954.476,869677.261,0,0,0,0
708.613_22.6_2145,0,1086436.121,422377.1715,0,0,0,0,347267.224,0,1395634.086,1032997.185,322475.4675,0,15325.636,0
597.43_16.3_1385,0,3355086.205,412386.6805,575254.4625,0,0,1116632.343,996227.7545,0,180059.3055,2801639.401,3047859.074,102676.416,52023.4875,0
379.318_16.9_541,3459702.236,3632927.652,2566378.591,2775161.562,567526.4435,2613882.539,2535501.694,2374495.406,4096010.457,4414442.384,3308314.851,2258773.949,3320411.239,2594602.945,0
828.555_19.4_2165,0,0,25940.9845,35179.523,0,0,11885.89,97492.2065,147092.0165,329195.645,108638.9775,257911.4275,0,298701.734,0
493.787_7.2_5573,0,278310.2975,179110.9005,0,0,0,0,0,0,0,0,0,0,0,0
708.498_17.6_1146,0,187245.6685,47246.9645,3917719.344,0,19690.354,2983645.981,112795.191,0,258108.5035,0,1450436.292,181918.296,46265.6415,0
656.547_20.7_1809,0,8718.722,5881457.433,77655.5515,0,525415.8355,691212.9475,0,0,768071.972,0,6704293.735,0,1.80E+07,7073617.959
580.361_15.2_5406,0,0,1016471.432,0,0,187422.28,39298.316,34566.843,120499.2515,65585.106,0,0,0,0,2009025.025
473.399_21.1_5199,0,0,0,21482.088,0,0,0,7209.835,199566.868,200877.2545,0,0,9684.13,0,0
776.566_18.9_2093,0,0,0,0,488540.2695,0,30071.484,0,99027.0625,0,0,0,0,0,17146.857
493.279_11.4_2523,0,194728.8225,3051180.189,0,78122.9835,28913.5895,779621.5505,8348619.738,3619326.777,5632038.871,9336256.043,788979.2305,532659.802,367146.841,26610.626
307.226_19.4_5510,0,0,8675.64,0,0,0,0,0,0,31396.574,0,108628.224,0,142548.6945,0
397.313_15_3587,0,190068.4565,0,647207.669,0,56140.56,0,667984.007,630712.9945,1307306.624,345785.4325,0,0,142943.749,103525.6555
641.42_17.5_5519,0,0,0,0,0,0,0,0,0,0,8102.832,20554.1105,0,0,0
363.307_17.6_6313,0,16356.13,16507.6125,135597.7355,0,47634.4215,57505.732,0,67321.7225,13293.582,21415.6035,15869.3925,0,0,0
336.105_12.9_4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.323_10_6075,0,0,0,0,0,864188.0175,0,0,0,0,0,0,0,0,75319.0295
534.282_10.5_2898,327770.058,246689.9765,0,0,828344.912,0,200753.248,25491.36,508099.977,1215631.344,0,8278.641,1632626.57,152935.567,65320.13
482.493_20.1_1584,0,652151.828,259793.816,262096.773,135792.863,0,126489.865,0,0,0,0,0,852399.2515,6803.12,46913.8265
605.42_18.1_1766,0,206620.854,0,88088.7255,0,0,43198.8005,59826.3775,118952.0515,29568.716,79422.001,11048.472,44815.7385,0,0
506.312_7.4_4118,0,0,0,0,0,0,0,790269.7615,807272.6295,590610.061,1968247.195,0,0,0,0
378.678_5.2_5532,0,3521087.132,2947364.273,0,0,0,0,0,0,0,0,0,0,0,0
301.177_14.5_1125,0,0,443974.6685,9156715.06,0,0,110320.9425,0,0,0,0,0,0,0,0
570.473_16.6_4139,0,0,0,0,0,0,0,0,450847.832,0,1243528.822,0,0,0,0
564.194_13.7_1103,0,185323.9685,514054.322,2.07E+07,531235.4895,4299651.857,5583300.947,3187708.788,0,999523.6185,716963.974,533536.74,745558.811,1079597.28,672376.923
377.268_11.8_4643,0,79072.119,0,0,10363.024,0,72305.8025,25167.681,23982.184,145104.9275,41237.42,37430.175,68700.74,60861.8075,0
760.599_20_2074,0,0,0,14516.541,0,0,0,169943.373,0,0,0,0,0,0,0
732.58_20.3_1851,0,2835204.184,19195.54,193093.27,791573.741,0,415185.126,30819.132,105354.243,44159.917,1023828.919,565938.419,36545.65,0,0
732.482_16_4393,0,0,0,0,0,0,0,188146.639,315975.2365,119744.4045,153695.8115,0,0,0,0
796.588_21.7_2068,0,11311.612,0,118390.8705,0,0,0,0,52643.789,0,0,0,0,100044.587,0
306.243_9_4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.342_12.7_6094,7484.589,8259.758,1244015.842,0,0,0,0,0,0,176390.6185,0,88567.156,0,10168.706,25258.548
546.355_12.7_1299,0,1280008.8,1160916.985,85914.6635,78622.464,0,9811.585,1339259.206,178253.81,4262822.57,0,2089030.38,12162.3075,2426345.788,274008.16
770.457_10.1_4287,0,23016.3545,0,0,0,0,0,32779.945,50013.325,78142.439,206233.9075,0,0,0,0
