m/z_RT_node,CNAT12_TV104__WC,CNAT1_TV105__WC,CNAT9_TV106__WC,MCAV1_TV107__WC,MCAV2_TV108__WC,MCAV3_TV109__WC,MCAV6_TV110__WC,MMEA14_TV103__WC,MMEA202_TV100_WC,MMEA24_TV99__WC,MMEA2_TV102__WC,OFAV12_TV113__WC,OFAV2_TV111__WC,OFAV3_TV112__WC,OFAV7_TV114__WC
,CNAT,CNAT,CNAT,MCAV,MCAV,MCAV,MCAV,MMEA,MMEA,MMEA,MMEA,OFAV,OFAV,OFAV,OFAV
440.313_12.9_4783,28545.3625,307198.809,420399.0545,0,1963534.779,1479479.217,1851220.301,650225.562,614962.3645,648145.525,1379596.392,645214.0025,1065558.768,0,548897.677
1174.999_9_4125,0,0,0,0,0,0,0,1667911.699,328498.2105,0,1743531.174,0,0,0,0
696.613_19.6_4989,0,0,0,0,0,3523182.33,612088.831,10242.052,0,0,0,0,0,19842.9265,0
1148.018_9.9_3778,0,0,0,0,181757.4685,101224.7925,32903.4705,0,0,0,0,0,0,0,0
752.556_19_5747,3.76E+07,0,0,0,10947.64,50663.04,0,16029.178,0,0,91916.0415,434028.914,301947.6045,93222.4005,0
782.57_18_4825,0,0,0,173228.517,1691971.42,0,57453.712,121506.7055,0,0,0,0,0,13045.052,0
661.483_18.3_4540,0,416704.11,15326.41,177815.9555,0,0,213125.9875,206172.525,0,20057.484,73273.502,118285.179,157278.8635,58136.182,0
642.43_14.7_5282,0,16007.718,14350.9275,0,0,0,0,360016.5005,120284.4265,12884.4505,311712.1775,44661.883,0,0,0
301.216_12.9_3319,0,26000.2635,67072.963,0,1635083.621,110023.7735,228864.5415,319513.3135,14745.5845,0,65945.027,211900.4495,32112.1995,509590.665,42976.348
329.268_14.5_4047,0,14467.948,0,0,0,0,0,76002.9615,25680.019,239405.218,75624.65,99398.3625,0,17023.058,0
417.279_15.4_2963,0,268979.0295,35644.913,0,0,0,62896.0195,961338.171,0,0,1539420.064,806668.284,0,0,0
764.021_7.7_5555,0,623362.889,138521.936,0,0,0,0,0,0,0,0,0,0,0,0
676.55_20_3499,0,968697.0685,79133.1685,1885891.136,340664.84,0,1491937.885,0,216197.0385,0,0,1123485.049,681529.785,42177.4715,0
668.581_21.2_2037,0,25101.061,834480.9735,264706.034,9523.26,0,56954.116,50479.91,42679.5355,234100.3495,0,166580.1475,0,0,0
438.358_14.3_6231,0,0,0,0,125700.7895,0,0,416688.817,0,0,0,0,0,512380.0475,0
389.321_18.2_1346,25752.643,1340979.811,0,2480637.158,0,0,2553093.482,165795.3805,448488.261,220792.0965,256767.2305,241424.0385,345078.716,343823.1035,8055.8525
792.587_18.1_6171,0,27444.065,335556.002,0,849000.932,51940.706,0,631128.071,0,0,0,439035.978,0,933907.3275,640843.0705
381.314_15.6_1705,0,51335.9085,502074.021,0,132177.8215,206682.6605,22538.2005,0,0,240882.4935,0,0,0,0,0
415.32_18.4_5387,0,0,0,0,0,0,0,83151.54,105565.985,231742.974,0,0,0,0,0
207.138_8.2_1300,26245.617,223980.444,2209844.023,1363568.01,78471.169,2236807.182,724512.365,806091.6485,508769.271,1187221.035,278973.3075,481484.9895,615247.7965,530712.0235,807900.554
823.536_18.2_4466,0,22385.83,0,0,0,0,0,0,0,0,89805.1525,0,0,0,0
516.477_20.9_4127,0,0,0,26960.808,0,0,0,934090.2945,1034774.433,1132435.021,1238237.281,0,0,0,0
848.586_18.2_1515,0,71174.5615,82351.5985,2303458.325,133928.5655,8951.089,1083275.976,1102486.385,2320282.532,709500.4115,39002.4525,30401.865,10814.895,302987.552,1034508.104
792.589_23.2_2338,0,412523.8355,432609.506,0,0,0,51322.8145,0,9198.618,293980.2225,334863.887,140256.2305,0,0,0
524.275_12.2_550,2147530.514,6808213.854,2524893.26,0,1674234.425,244587.036,4696381.325,4095734.822,5842071.126,3803189.371,4117174.941,3185202.688,5905449.425,2090602.389,584313.7295
588.475_14.8_2890,0,455056.8645,42550.8915,695781.722,0,76003.751,148998.0515,267559.9035,51966.6365,176609.4355,259240.51,116019.6005,217793.8835,154675.709,16845.575
534.391_13.6_1365,0,0,0,678908.994,0,10130.976,241929.5295,0,0,0,0,53332.873,0,0,0
819.501_19.2_1938,0,0,0,59084.512,0,0,82620.4485,0,0,0,0,88191.776,134759.084,0,0
793.485_19.1_2843,0,236008.8065,264863.9545,237886.801,0,0,272194.753,47592.3735,272648.5825,171170.924,111089.0665,102185.091,230873.561,45216.408,0
639.281_16.7_866,0,201047.066,64827.3735,0,47253.051,0,0,8742.1705,0,0,0,25327.062,110494.8835,0,0
413.378_20.8_958,7098.0315,95409.131,17150.938,159886.797,0,64226.8985,166179.6795,28058.486,66628.5875,72075.7785,58922.471,0,19187.695,0,0
432.217_10.6_2779,16719.3335,523739.16,377246.393,0,0,300036.497,402772.2775,642856.407,244852.5125,906168.4055,422077.5355,559236.44,440674.3405,569707.073,181754.981
522.488_21_4282,0,0,0,0,0,0,0,80896.6905,171249.9335,230088.648,178017.421,0,0,0,0
313.274_19.2_2598,0,0,0,0,15555.827,0,0,0,0,0,0,0,0,0,0
760.586_19.9_5834,0,0,1275174.994,10833.99,1463349.88,2586261.981,83813.3745,55117.4435,0,0,0,1154725.357,0,33625.5705,1653347.265
766.573_23.3_3256,0,107601.844,29074.996,1.32E+07,6241640.575,0,143756.2455,1.05E+07,278577.421,1.35E+07,1.08E+07,8643133.504,0,0,0
350.223_24_5236,0,34075.1785,56009.7545,62412.186,0,58641.959,34088.587,46396.3635,220386.5745,0,183170.1535,147495.9025,31493.2185,61820.7955,56814.8405
427.77_24_6194,0,0,120307.763,0,0,0,0,100846.3615,0,9939.468,19112.638,0,0,0,0
799.559_12.2_646,35497.155,721620.5245,587195.6365,0,68004.044,0,305728.971,212523.6355,363329.8665,266244.212,254826.1975,194121.488,410547.135,45854.523,0
826.616_20.8_2214,0,0,0,0,0,0,0,58829.0725,97488.7815,0,26255.255,148133.831,254872.8115,398454.3865,0
748.574_20.9_2237,0,0,0,0,16867.833,99606.1125,0,0,0,0,0,0,0,0,461992.836
626.535_21.3_5254,0,0,0,0,0,1039603.885,0,0,0,0,0,0,0,0,9271.024
580.273_8.3_1702,0,0,0,614549.813,0,515199.8575,1020830.729,0,0,0,0,0,0,0,0
303.232_13.2_981,0,0,480284.696,596052.5155,7442455.783,1545363.431,3991093.494,1592448.085,487333.0785,1835487.512,1451700.559,800415.9595,543150.152,667737.3225,114413.6495
810.602_21.8_2026,0,0,11608.624,221877.0035,0,0,0,0,8467.074,0,0,0,0,0,0
798.63_23.4_802,0,0,2279953.369,0,1203807.724,22062.616,0,425432.834,0,0,341373.8085,12287.632,0,19510.9165,0
634.758_10.1_4441,0,0,0,0,0,0,0,30485.484,0,0,112247.3,151080.4175,0,0,0
407.366_18.7_1934,0,82719.406,111474.0755,74100.1245,0,335355.2965,0,0,0,0,0,0,0,75120.7075,246812.973
351.253_11.1_2557,0,291010.538,259920.985,0,634729.2735,0,502142.5265,607290.7255,114906.869,153718.6575,353086.114,191582.108,119702.4365,179668.777,16185.708
776.583_19.4_1981,0,455028.7955,345461.2425,17207.568,0,115957.9655,381359.437,0,161959.3585,0,12330.1425,129742.797,0,15875.602,27978.065
814.56_16.5_4896,0,0,261294.962,428162.0435,1171295.671,0,0,518876.165,26316.458,36103.68,261370.2565,0,0,281090.3165,1162231.344
607.445_16.9_1261,0,0,0,309395.0575,0,0,367596.954,0,0,0,0,0,19938.125,0,13870.1875
382.332_18.4_3343,0,3455080.716,1286733.444,1182318.673,0,195939.0685,2201369.777,0,106687.9335,40441.5925,0,41620.8615,16415.2095,0,10401.024
661.482_18.3_1612,0,402042.375,15326.41,165991.0805,0,0,203406.475,189860.535,384943.7245,288530.4585,466756.993,107607.311,152557.114,58136.182,0
270.623_12.1_553,1652188.04,3511041.897,1391908.306,0,882702.473,42635.341,2405103.323,2155380.498,3276769.644,2066086.458,2489014.802,1783339.556,3090077.087,1210580.811,235586.0655
496.374_13.5_3059,0,1416096.563,177335.567,0,7108004.465,9156766.763,1.72E+07,0,5040637.733,1.54E+07,1.37E+07,1.84E+07,0,4685057.593,2034527.014
417.337_18_3797,42213.5505,35702.797,255676.675,336442.328,0,0,36527.7105,0,449269.544,959564.0805,522180.2875,0,217265.0045,0,0
623.286_17.7_597,309862.533,1918389.059,1215575.842,1069215.813,382820.0235,0,5614887.337,1373957.604,0,2090038.391,4243866.972,6160706.534,2752833.425,1206455.695,108052.747
552.499_20.9_2176,0,0,0,0,0,9848.7,8072.203,641760.029,1595168.698,1928389.225,1087440.975,0,0,0,0
697.34_16.8_5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.331_17.5_3188,0,0,15095.941,121001.1545,603042.3455,0,20204.21,127868.856,176339.869,468411.8185,111284.683,597200.2635,7805.6755,0,289130.0015
373.162_9.4_1886,23088.412,207625.1495,312188.512,982892.0725,0,85619.009,99389.4175,472074.6775,484004.128,1399393.855,141279.784,467625.356,1512311.137,1126040.237,426302.4285
628.478_16.2_5762,0,0,94247.6105,0,0,0,0,479327.951,0,0,0,305270.688,0,1144945.904,436339.356
728.581_19.7_5335,0,1727641.113,14500.1055,105907.266,0,0,1574559.991,280184.3545,530932.4285,585304.0665,626929.2565,319510.758,0,0,0
335.257_17.9_1808,0,1086272.318,319077.2895,40433.364,55435.2535,0,0,836743.252,1243764.561,1200350.47,618296.977,341727.1105,166899.6425,129762.6585,0
609.271_16.3_560,831009.776,3634391.991,777547.515,688837.121,389270.0595,74755.333,2183363.069,1456924.466,178272.139,1775193.307,2648046.414,1201608.067,2015657.72,351036.293,33796.32
220.111_6_5043,47042.57,0,76200.2035,0,49512.8155,0,0,115586.0285,0,0,0,0,0,7718.659,0
553.332_13.5_5940,0,9189.8145,0,0,504783.422,295061.964,8127.512,66517.5925,0,132535.158,376688.7525,0,12427.4865,12237.717,0
448.342_13.3_3311,0,1347170.17,735266.287,0,412654.2335,30156.53,599567.672,1130735.161,593167.551,1787204.888,1025658.795,975255.1325,9169.4835,59904.8015,67057.7005
500.741_6.9_1863,0,448663.193,161784.7825,328342.422,0,139941.047,571563.763,131416.741,31674.209,18803.485,169584.1195,0,0,0,0
634.613_21.3_5123,372798.027,0,0,0,0,0,0,0,0,223992.851,7354.744,0,0,0,0
438.261_11.2_6253,0,0,0,0,0,0,0,110517.493,0,2022600.714,0,28569.962,0,41906.613,0
295.497_6.1_5686,0,131322.834,118631.1425,0,0,0,0,0,0,0,0,0,0,0,0
546.376_13.4_2814,0,2819760.195,379139.0085,0,17722.944,0,67779.836,668688.258,0,112547.098,549414.891,1102804.602,458248.096,956344.5575,0
563.376_9.7_3193,0,115399.4895,57650.86,0,0,59013.878,41076.566,503584.374,0,103146.806,0,82490.4665,29079.187,81640.9265,48179.57
443.773_16.5_1929,0,32751.483,123192.6275,333327.2045,104794.399,633697.037,7017.768,0,0,0,0,0,147329.198,0,0
659.431_17.4_5521,0,0,0,0,0,0,0,0,0,0,0,10351.4635,0,0,0
720.613_22.9_4100,0,0,0,0,0,0,0,1.82E+07,0,0,1.61E+07,682492.2865,0,0,0
602.379_13.8_5446,0,0,559428.287,0,0,125240.617,0,45453.552,58687.838,98795.223,0,0,0,284250.528,682968.2
708.44_16.7_1298,19132.855,231394.0975,29499.4,595017.9565,0,50829.8375,0,124129.136,191386.328,44604.977,177577.515,0,14400.4,165121.7775,0
666.566_19.9_3482,0,6880597.14,7655731.22,2014419.032,640211.095,0,1613001.7,1057538.83,741157.4,953880.259,16461.8845,1367514.911,624909.631,0,0
776.599_19.6_4952,0,0,0,22123.6665,0,0,45165.463,52390.9175,13613.898,94750.5605,80194.972,14819.112,0,65088.7095,0
734.59_21.2_4552,0,847698.6525,96055.507,37957.391,284763.5405,0,10698.912,284832.3375,0,9748.176,37759.4915,66829.862,0,0,0
682.597_23.2_3517,0,744404.039,2775180.978,7372283.424,1309374.973,0,2884786.077,245187.448,7172197.164,3315059.218,0,3425043.142,497046.1985,545253.2665,5469398.22
344.279_11.3_5832,0,341429.006,0,0,12963.848,203503.6285,63886.6255,450245.566,34838.2005,134150.8355,82176.0895,553195.82,196280.5965,227667.086,649536.716
816.597_19.6_811,294369.048,0,301106.417,2.03E+07,5454876.878,778605.481,31989.1965,0,780736.835,461075.7405,0,1049849.147,5249299.627,4814484.247,1770394.502
506.24_7.3_1630,0,120284.1045,67178.3505,209539.379,0,0,72285.1935,39102.9495,16849.4785,266241.697,186785.858,7282.1375,0,0,0
792.589_16.5_6203,0,0,0,0,1238313.887,9640.323,0,400598.66,0,0,0,693488.9375,0,1247113.209,1349358.395
659.512_18.4_4461,0,9600.292,0,0,0,0,0,9839.223,1601345.775,526062.37,602494.925,0,0,0,0
886.618_20.1_1923,0,482427.834,100720.562,78929.3715,0,0,76151.152,0,0,0,0,47949.3435,158597.313,0,0
411.325_16.9_591,390807.6175,8058187.56,4513372.51,1.67E+07,805035.269,5422858.469,1.67E+07,1.53E+07,1.98E+07,1.09E+07,1.14E+07,5105919.467,2488142.917,4028924.74,2348209.555
546.352_13.7_925,0,0,0,127472.712,2775789.127,311356.633,274449.1935,0,0,0,0,0,618953.475,630803.144,103639.5545
838.63_18_3246,8757035.522,0,0,0,0,30319.1635,0,0,0,648974.7375,500962.5915,0,0,0,0
524.275_12.1_4785,969602.1145,6705306.012,0,0,3363390.312,136518.9035,2676437.348,2530318.976,3765324.16,2462261.127,1961504.897,1803763.547,2789315.655,927985.552,362126.79
856.666_23.2_4151,0,0,0,0,0,0,0,1545897.733,0,0,2512900.584,0,0,0,0
790.565_17.4_4926,0,62862.487,172242.466,0,99679.838,12163.884,14962.608,0,14881.647,0,102284.808,12062.3125,0,63757.7365,182084.461
1536.686_9.4_3704,0,0,0,0,168382.743,272743.248,0,0,0,0,0,0,0,0,0
521.493_21.8_3462,0,0,137766.5775,0,38110.197,242065.4825,6886754.017,0,0,0,0,27028.903,0,114403.468,9004.3965
356.295_19.8_1270,0,0,0,547365.693,99577.3745,60015.697,2048529.14,0,0,0,0,0,0,0,12671.031
409.383_23_2419,12919.873,205332.266,6252.081,0,0,7326,7337.0825,0,7632.735,6548.9275,0,23265.8885,61684.5365,12114.021,0
670.561_21.7_5950,0,0,0,0,0,16428.006,0,0,0,0,0,0,0,427021.208,0
325.31_16.2_775,76278.2055,762416.44,376392.4695,902920.4725,34696.007,273649.714,559288.871,913091.4515,460257.338,993654.384,729102.1375,74802.649,76438.2255,175077.298,18797.2905
371.186_10.5_2746,0,36184.5435,0,0,18999.0375,36220.953,623118.104,1665877.212,275130.003,1334392.5,228502.0405,321138.74,729130.122,415757.3235,195069.0535
343.849_7_5607,0,1025339.151,964027.8945,0,0,0,0,0,0,0,0,0,0,0,0
260.657_13.1_5786,119229.287,0,574005.9135,0,0,1003647.863,434788.9975,420260.6555,489138.3155,489761.44,448156.699,535462.9465,253838.2785,225417.232,106431.006
652.55_19_5672,0,171743.958,9452.72,0,0,0,0,2593149.813,0,0,3447507.833,0,0,0,0
544.339_12.9_4960,0,128908.8895,0,0,58607.9625,72639.378,121928.6635,24055.6455,0,117977.677,75246.3775,495481.6625,83530.4875,180963.059,319235.4555
674.476_16.3_1249,40871.6355,21672.585,116709.362,1423465.909,0,0,80818.367,1143267.693,516647.909,1127022.076,10233.984,0,43290.984,245788.64,268600.314
466.293_12.7_5736,25466.3885,0,198238.856,0,577558.4915,450400.132,1.11E+07,8221031.574,384219.3415,2502040.963,6061787.236,175742.6945,55934.088,0,26675.4505
374.232_8_4116,0,0,0,0,0,0,0,357790.769,790932.331,675990.8085,2481492.753,0,0,0,0
587.466_19.7_1773,0,32658.821,29030.547,221189.7135,35928.5925,0,69733.521,495414.7215,17662.2105,55917.51,313931.399,136237.382,13652.2275,98273.091,0
213.11_7.4_2767,0,0,0,0,0,8774.799,0,311402.4145,34018.289,830358.558,366782.4675,2272231.936,1173533.273,2756442.401,1223273.292
474.342_11.3_2705,0,0,0,0,0,0,0,1.69E+07,7960535.924,1.37E+07,1.65E+07,6707613.309,4325276.481,2524826.299,1015535.1
566.381_14.4_6003,0,0,24492.639,0,0,0,0,0,0,0,0,0,0,28038.2975,276971.548
768.59_19.8_816,58199.957,0,2866005.568,0,262785.7545,2774387.238,0,412126.6465,0,0,0,2275897.308,9226.324,5192335.732,6695639.879
372.383_17.8_3439,1071967.913,1.69E+07,3.01E+07,40724.0015,4985107.219,1664269.71,1.39E+07,1577115.241,2910664.547,2488130.729,3080694.459,7701029.922,2.07E+07,0,0
797.52_17.8_2564,0,52013.938,0,104886.025,0,0,238269.527,0,0,0,54008.343,316914.8105,483953.169,11798.71,0
810.599_19.1_5831,0,13013.474,2435242.211,270306.517,1018305.87,1491629.924,482628.8035,1184827.86,48377.919,638398.9165,9480.594,3784518.976,243607.1045,2731882.562,3874777.822
496.339_14_4609,0,0,84561.0625,826418.776,980925.3825,391201.3335,587556.6175,0,0,141340.0315,0,1071708.932,0,624651.7265,219598.872
518.492_20.9_4811,0,0,0,0,919551.357,0,0,0,10854.199,15671.391,0,0,0,0,0
480.308_13.6_557,883558.6425,2590815.188,4018720.337,1.57E+07,516018.066,9844894.242,1.05E+07,7625792.792,1.03E+07,3301351.946,6551290.393,1.06E+07,3793943.615,6317451.701,5972690.203
1168.97_9.3_6308,0,0,0,0,0,0,0,52362.766,0,32692.198,104341.9815,0,0,0,0
516.272_9.9_3191,0,92282.777,0,0,3446953.136,0,199099.773,168148.262,0,0,34474.213,13919.487,32354.8205,99775.717,48341.674
730.596_21.3_1706,0,103051.7745,154057.7545,516156.187,21825.9705,0,574822.396,0,27020.6785,16697.679,0,555164.7705,242349.8545,11040,18111.398
586.327_14.2_5984,0,0,72269.2065,0,0,0,0,0,0,0,0,0,0,35420.2015,431649.7345
784.585_19.8_897,0,427751.4535,574584.405,1997708.144,47208.3625,121929.408,877347.888,175699.5515,53596.4315,727853.7015,74132.4665,0,741031.4145,642497.9985,207929.8265
505.334_9_3134,0,208784.2115,123035.4815,137127.5775,0,142643.5885,160507.6915,339243.9805,7822.368,137585.674,114239.778,162379.0635,76287.523,170692.5105,110824.713
738.623_20.9_3670,0,0,0,0,229291.039,2636454.832,501777.8955,0,0,0,0,1390440.753,0,186084.6885,902398.8845
564.535_23_4452,0,10683.54,0,87802.1435,0,0,0,0,57532.9835,68212.2475,132838.9105,26150.359,0,0,0
481.419_18.6_3742,0,673640.866,153796.49,238674.187,570243.413,182747.394,8469.624,0,0,0,0,112453.91,0,0,0
567.398_8.2_6020,0,0,503429.0095,0,0,0,0,0,0,0,0,0,0,397560.0755,46670.7715
361.31_18.5_1287,0,0,0,405824.346,0,108839.478,245591.885,0,0,0,0,0,0,0,0
508.8_7.6_3202,0,0,0,0,0,0,0,68487.207,45226.937,109983.394,16225.002,218409.2325,0,0,0
490.373_13.4_538,7627373.957,3.71E+07,1.45E+08,5.03E+07,7.87E+07,1.58E+08,6.78E+07,1.15E+08,4.87E+07,7.92E+07,4.70E+07,2.42E+07,3.46E+07,1.20E+08,1.81E+08
828.633_23.3_1463,0,343589.621,261588.5335,1089051.035,0,0,0,0,1519215.541,1442574.812,0,59214.281,0,86843.3315,0
768.644_23.1_5851,0,23597.78,263247.41,0,0,0,0,0,0,0,0,314531.28,0,1450025.147,0
370.332_14.8_6265,15053.5605,583545.786,516743.5345,945639.067,37853.388,108663.7535,508717.9405,1734266.35,131310.523,478185.797,2646476.174,79043.74,531139.652,254726.3475,51291.078
610.408_14.6_5409,8175.32,0,673795.013,57869.252,0,421117.184,0,35296.1025,111826.484,69603.782,0,0,0,326565.0165,680348.7635
765.614_19.6_3513,0,0,1415326.583,0,183461.3775,0,565390.138,21758.843,0,0,0,4796516.206,0,0,0
517.31_15.5_3017,0,268012.0755,57096.496,0,0,0,0,97124.1705,37859.87,7887.292,359314.5035,0,75865.629,0,0
328.191_4.5_4167,0,490046.7365,0,0,0,0,0,263105.5735,428181.5645,452477.455,955552.327,0,0,0,0
832.584_22.6_2067,0,350971.5685,8769.9885,35459.32,0,0,0,0,0,1200378.27,100704.5395,471342.369,99518.772,7808.3,0
788.604_20.4_1848,0,0,11006.226,238044.9005,0,14625.674,677217.8905,61013.0545,0,20866.834,46491.2875,149384.1535,641442.566,0,13358.268
349.183_4.2_495,0,567667.4005,199867.0975,638037.338,0,296560.022,248077.0925,1106361.44,389823.2955,481308.8185,903613.061,337733.8145,646620.2465,447621.5365,109799.664
516.39_13.7_4867,0,486192.2835,379495.1285,726376.0165,705051.1805,1247001.074,306176.521,688481.8755,116970.7385,0,121089.958,46296.287,186933.8005,0,1569619.16
650.439_14.9_4397,0,121273.4955,336871.483,0,22292.748,36560.3185,0,485076.7625,289900.716,829395.82,306699.738,56902.909,9893.321,311665.8185,966517.371
316.14_4.4_1118,0,0,0,1.25E+07,0,0,0,3007727.706,0,0,0,0,0,0,0
288.217_7.9_5944,0,125774.557,7606.464,174256.609,0,97580.365,108439.632,160333.45,29802.5275,514787.2805,81773.262,0,93268.591,69515.0075,159252.6845
340.394_17.6_2665,0,0,1249344.217,0,0,0,0,3202985.435,0,4238579.695,6713552.728,43598.782,0,0,0
257.19_11.6_2561,0,0,534370.0585,0,0,0,66847.513,515809.9725,236700.169,293083.133,608187.545,54049.248,31688.798,31495.678,0
411.36_18.4_4841,0,0,0,68032.9015,289281.655,82921.992,31880.474,0,0,0,0,0,0,12666.606,114389.3985
682.597_22_2335,0,0,0,0,188038.7315,0,0,2525272.922,477212.245,178955.0895,1157064.935,6148728.534,9331.07,33110.432,0
299.198_14.5_3759,0,0,34669.895,0,53162.138,0,41830.4625,79777.7675,84828.62,83672.35,164550.662,85039.8245,0,1112931.704,0
353.268_12.4_2569,20878.294,230811.991,1855173.322,0,178440.183,0,351168.2645,955098.2635,606025.3,1344842.16,1136727.468,736500.605,594705.2145,785614.053,123947.494
715.597_19.8_4770,0,0,678647.5085,0,1.77E+07,0,0,0,0,0,0,176013.9585,0,0,0
474.378_13.5_4777,38308.809,7056847.593,1.64E+07,4783998.065,8202687.142,488999.869,4013443.347,2120463.044,0,7472719.993,1032676.468,8999997.579,854890.2705,2.81E+07,9136488.575
221.19_14.1_1160,0,0,100218.5125,2187157.644,31165.624,0,0,0,0,0,0,0,0,0,0
363.305_14.6_1949,0,20578.488,175108.7135,104811.551,0,123881.7605,81279.655,46306.684,203567.9645,251921.1615,87216.749,0,0,19736.024,0
810.598_19.2_2943,0,0,1562694.023,406623.062,576751.611,954130.145,545177.0385,1247497.853,64557.8535,154907.9735,0,1663777.905,827643.6995,2075491.513,2830656.82
773.519_19.5_2141,0,29264.9615,27561.836,12238.625,67066.8495,0,67631.581,0,0,16258.725,12385.575,43660.8745,25496.2195,0,0
659.674_7.9_3475,0,0,0,309458.5835,6817.162,122492.714,1560772.566,1351021.295,1419248.761,669539.1035,1613957.525,1113714.343,139652.8785,7938.42,91176.5895
359.258_17.6_1823,0,206550.258,0,167020.7925,0,0,193611.1525,0,0,0,0,371236.5545,194785.3045,31533.5275,0
786.622_22.5_1996,0,7557208.706,1150302.422,30456.513,1223604.09,0,0,2793405.968,0,2065751.498,633916.2315,8805104.899,0,6776837.099,0
509.272_11.4_3908,0,38463.1005,1476148.328,0,16190.178,0,8023.167,29708.122,0,1393985.879,48363.946,633286.4545,0,2057893.242,109659.446
814.559_17.3_818,48277.4425,10828.908,4530752.571,173382.185,0,292603.1275,96639.478,381360.6965,312838.4685,282240.765,13519.1,0,33772.105,703771.391,8760139.068
343.357_17.8_544,1960189.572,1.06E+07,4205571.089,2.07E+07,0,6588589.854,1.25E+07,6321450.616,4425136.416,8695646.188,8358179.954,2984638.401,3525589.766,5216866.556,1689825.697
834.514_18.1_858,40451.417,804237.6065,112603.1025,0,0,0,77714.6365,122831.9505,2223301.499,624625.071,796389.376,71163.1805,80531.0025,12940.02,12570.811
814.625_23.6_759,185473.8845,0,0,0,0,0,53803.8465,13451.03,76111.776,44190.4465,0,0,103276.148,0,0
273.185_10.7_2802,0,579949.432,1308034.532,618351.6625,66789.6125,61919.103,731685.147,1988146.223,685970.483,1640622.103,617512.0355,625416.7695,549045.265,684086.4605,233983.3705
534.359_12.8_2985,0,956441.195,45084.5545,182545.1325,402803.8195,17803.908,32396.9385,97886.3105,10054.898,30078.183,166271.28,14610.1405,63199.4875,0,12154.805
432.754_24_5771,0,0,8244.488,43736.694,0,0,24460.436,68027.2095,248248.853,0,117925.617,56728.7455,8561.605,0,0
659.513_23.8_4413,0,0,0,0,0,0,0,0,804127.4045,419292.401,202347.7555,0,0,0,0
522.375_13_2695,29749.7475,328248.021,1847474.112,6948453.172,355173.239,0,1835592.979,1.51E+07,0,1480958.14,1188525.612,840972.156,1541323.44,2732169.683,0
